Possession Status,Price,Covered Area,Carpet Area,City,Type of Property,bedroom,Bathroom,Parking,Location,Society,Ownership Type,isPrimeLocationProperty,Maintenance Charges
Ready to Move,3850000.0,696.0,464.0,Mumbai,Apartment,1,1.0,2 Open,"Golani Naka, Mumbai",Y,Freehold,Y,
Under Construction,3750000.0,470.0,410.0,Mumbai,Apartment,1,2.0,1 Covered,"Vasai East, Mumbai",Y,Freehold,Y,0.0
Under Construction,2950000.0,450.0,375.0,Mumbai,Apartment,1,1.0,,"Vasai East, Mumbai",Y,Leasehold,Y,
Ready to Move,5500000.0,956.0,576.0,Mumbai,Apartment,2,2.0,1 Open,"Golani Naka, Mumbai",Y,Freehold,Y,2500.0
Ready to Move,3000000.0,650.0,365.0,Mumbai,Apartment,1,2.0,,"Vasai East, Mumbai",Y,Freehold,Y,
Ready to Move,3200000.0,625.0,500.0,Mumbai,Apartment,1,2.0,,"Vasai East, Mumbai",N,Freehold,Y,0.0
Under Construction,3990000.0,,452.0,Mumbai,Apartment,1,1.0,1 Covered,"Vasai East, Mumbai",Y,Freehold,Y,
Under Construction,3600000.0,720.0,430.0,Mumbai,Apartment,1,2.0,1 Open,"Vasai East, Mumbai",Y,Freehold,Y,4.0
Ready to Move,5800000.0,825.0,600.0,Mumbai,Apartment,2,2.0,1 Open,"Vasai East, Mumbai",Y,Freehold,Y,2000.0
Under Construction,2600000.0,590.0,390.0,Mumbai,Apartment,1,2.0,1 Covered,"Golani Naka, Mumbai",Y,Freehold,Y,0.0
Under Construction,2821000.0,550.0,390.0,Mumbai,Apartment,1,2.0,1 Open,"Vasai East, Mumbai",Y,Freehold,Y,2000.0
Under Construction,6000000.0,924.0,600.0,Mumbai,Apartment,2,2.0,1 Open,"Vasai East, Mumbai",Y,Freehold,Y,2500.0
Under Construction,3799000.0,700.0,450.0,Mumbai,Apartment,1,2.0,1 Open,"Vasai East, Mumbai",N,Freehold,Y,1200.0
Under Construction,2812500.0,625.0,365.0,Mumbai,Apartment,1,2.0,"1 Covered, 1 Open","Golani Naka, Mumbai",Y,Freehold,Y,1200.0
Ready to Move,3200000.0,630.0,550.0,Mumbai,Apartment,1,2.0,,"Vasai East, Mumbai",N,Co-operative Society,Y,0.0
Under Construction,5000000.0,673.0,468.0,Mumbai,Apartment,1,2.0,1 Covered,"Vasai East, Mumbai",Y,Freehold,Y,2000.0
Under Construction,2900000.0,450.0,375.0,Mumbai,Apartment,1,2.0,1 Open,"Golani Naka, Mumbai",Y,Freehold,Y,1500.0
Under Construction,3230000.0,720.0,378.0,Mumbai,Apartment,1,2.0,"1 Covered, 1 Open","Vasai East, Mumbai",Y,Freehold,Y,1500.0
Ready to Move,5250000.0,700.0,450.0,Mumbai,Apartment,1,2.0,1 Open,"Vasai East, Mumbai",N,Freehold,Y,1400.0
Ready to Move,7000000.0,700.0,,Mumbai,Apartment,2,2.0,1 Open,"Vasai East, Mumbai",N,Freehold,Y,0.0
Dec '27,32400000.0,,1179.0,Thane,Apartment,3,3.0,,"Pokharan Road Number 2, Thane",N,,Y,
Dec '27,18900000.0,,765.0,Thane,Apartment,2,2.0,,"Pokharan Road Number 2, Thane",N,,Y,
Dec '24,10200000.0,,480.0,Thane,Apartment,1,1.0,,"Naupada, Thane",N,,Y,
Under Construction,13000000.0,714.0,714.0,Thane,Apartment,2,2.0,1 Covered,"Kolshet Road, Thane",N,Freehold,Y,5500.0
Dec '27,19000000.0,,859.0,Thane,Apartment,2,2.0,,"Thane West, Thane",N,,Y,
Dec '27,17300000.0,,780.0,Thane,Apartment,2,2.0,,"Thane West, Thane",N,,Y,
Dec '23,7910000.0,,460.0,Thane,Apartment,2,2.0,,"Owale, Thane",N,,Y,
Under Construction,11500000.0,,446.0,Thane,Apartment,1,2.0,,"Pokharan Road Number 2, Thane",N,,Y,
Dec '23,5900000.0,,407.0,Thane,Apartment,1,2.0,,"Owale, Thane",N,,Y,
Dec '23,19300000.0,,762.0,Thane,Apartment,2,2.0,,"Thane West, Thane",N,,Y,
Dec '23,10800000.0,,413.0,Thane,Apartment,1,2.0,,"Thane West, Thane",N,,Y,
Under Construction,22500000.0,,700.0,Thane,Apartment,2,2.0,,"Pokharan Road Number 2, Thane",N,,Y,
Dec '26,6500000.0,,355.0,Thane,Apartment,1,1.0,1 Covered,"Kolshet, Thane",N,,Y,
Jun '24,12200000.0,,680.0,Thane,Apartment,2,2.0,,"Dhokali, Thane",N,,Y,
Dec '26,11500000.0,,619.0,Thane,Apartment,2,2.0,1 Covered,"Kolshet, Thane",N,,Y,
Ready to Move,25100000.0,,950.0,Thane,Apartment,3,3.0,,"Balkum village, Thane",N,,Y,
Ready to Move,11800000.0,,560.0,Thane,Apartment,2,2.0,,"Balkum village, Thane",N,,Y,
Jun '24,13420000.0,,680.0,Thane,Apartment,2,2.0,,"Dhokali, Thane",N,,Y,
Under Construction,14500000.0,1476.0,923.0,Thane,Apartment,3,3.0,2 Covered,"Balkum village, Thane",Y,Freehold,Y,5.0
Ready to Move,14500000.0,1170.0,720.0,Thane,Apartment,2,2.0,1 Covered,"Majiwada, Thane",N,Freehold,Y,8.0
Dec '25,60000000.0,,2241.0,Thane,Apartment,4,4.0,,"Thane West, Thane",N,,Y,
Dec '23,25500000.0,,1013.0,Thane,Apartment,3,3.0,1 Covered,"Majiwada, Thane",N,,Y,
Under Construction,10551398.0,880.0,661.0,Thane,Apartment,2,2.0,"1 Covered, 1 Open","Balkum village, Thane",N,Freehold,Y,6.0
Under Construction,6900000.0,650.0,418.0,Thane,Apartment,1,2.0,"1 Covered, 1 Open","Kolshet, Thane",N,Freehold,Y,6.0
Under Construction,7500000.0,750.0,470.0,Thane,Apartment,1,2.0,1 Covered,"Manpada, Thane",Y,Freehold,Y,5.0
Ready to Move,11400000.0,1065.0,671.0,Thane,Apartment,2,2.0,1 Covered,"Dhokali, Thane",Y,Freehold,Y,7.0
Ready to Move,16000000.0,825.0,535.0,Thane,Apartment,2,2.0,1 Covered,"Hiranandani Estate, Thane",N,Freehold,Y,6000.0
Ready to Move,12106000.0,746.0,746.0,Thane,Apartment,2,2.0,1 Covered,"Majiwada, Thane",Y,Freehold,Y,10.0
Ready to Move,57000000.0,3000.0,1800.0,Thane,Apartment,4,4.0,3 Covered,"Pokharan Road Number 2, Thane",Y,Freehold,Y,16000.0
Ready to Move,16500000.0,855.0,685.0,Thane,Apartment,2,2.0,1 Covered,"Pokharan Road Number 2, Thane",Y,Freehold,Y,5000.0
Ready to Move,190000000.0,902.0,,Thane,Apartment,2,2.0,,"Kolshet Road, Thane",Y,,Y,
,,1445.0,1445.0,Thane,Apartment,3,3.0,,"Thane West, Thane",Y,,N,
Ready to Move,,730.0,560.0,Thane,Apartment,2,2.0,,"Majiwada, Thane",Y,,N,
Ready to Move,,50.0,45.0,Thane,Apartment,2,2.0,,"Bhayandarpada, Thane",Y,,N,
,,1000.0,,Thane,Apartment,2,,,"Majiwada, Thane",Y,,N,
,,971.0,600.0,Thane,Apartment,2,2.0,,"Balkum village, Thane",Y,,N,
,,580.0,,Thane,Apartment,1,,,"Manpada, Thane",Y,,N,
,,787.0,525.0,Thane,Apartment,2,2.0,,"Bhayandarpada, Thane",Y,,N,
,,,,Thane,Apartment,2,,,"Wagle Industrial Estate, Thane",Y,,N,
,,1645.0,,Thane,Apartment,3,,,"Kolshet Road, Thane",Y,,N,
Ready to Move,,1000.0,923.0,Thane,Apartment,3,3.0,2 Covered,"Balkum village, Thane",Y,Co-operative Society,N,
Ready to Move,,,400.0,Thane,Apartment,1,1.0,1 Open,"Balkum village, Thane",Y,Freehold,N,
,,765.0,,Thane,Apartment,2,,,"Bhayandarpada, Thane",Y,,Y,
Ready to Move,,,,Thane,Apartment,2,,1 Open,"Vasant Vihar, Thane",Y,Co-operative Society,N,
,,1450.0,,Thane,Apartment,4,,,"Kolshet Road, Thane",Y,Co-operative Society,N,
Ready to Move,,1005.0,745.0,Thane,Apartment,2,2.0,1 Covered,"Manpada, Thane",Y,,N,
Ready to Move,2200000.0,480.0,,Thane,Apartment,1,1.0,,"Vasant Vihar, Thane",Y,,N,
Ready to Move,1250000.0,700.0,,Thane,Apartment,2,2.0,,"Bhayandarpada, Thane",Y,,N,
Ready to Move,750000.0,415.0,,Thane,Residential House,1,1.0,,,Y,,N,
Ready to Move,4150000.0,550.0,,Thane,Apartment,1,1.0,,"Panch Pakhdi, Thane",Y,,N,
Ready to Move,3000000.0,670.0,620.0,Thane,Apartment,1,1.0,,"Thane West, Thane",Y,Freehold,Y,
Ready to Move,4000000.0,700.0,576.0,Thane,Apartment,2,2.0,,"Manpada, Thane",Y,,Y,
Ready to Move,8500000.0,850.0,,Thane,Apartment,2,2.0,,"Panch Pakhdi, Thane",Y,,Y,
Ready to Move,1800000.0,450.0,,Thane,Apartment,1,1.0,,"Thane West, Thane",Y,,Y,
Ready to Move,4000000.0,380.0,350.0,Thane,Apartment,1,1.0,,"Panch Pakhdi, Thane",Y,,Y,
Ready to Move,3500000.0,816.0,,Thane,Apartment,2,2.0,,"Panch Pakhdi, Thane",Y,Freehold,Y,
Ready to Move,15000000.0,1290.0,769.0,Thane,Apartment,2,2.0,,"Thane West, Thane",Y,Freehold,Y,4000.0
Ready to Move,3700000.0,500.0,310.0,Thane,Apartment,1,1.0,,"Manpada, Thane",Y,,Y,1500.0
Ready to Move,75000000.0,6000.0,,Thane,Apartment,6,7.0,"7 Covered, 1 Open","Pokharan Road Number 2, Thane",Y,Freehold,Y,
Under Construction,23000000.0,,931.0,Thane,Apartment,3,3.0,,"Teen Hath Naka, Thane",Y,Freehold,Y,
Ready to Move,2000000.0,420.0,,Thane,Apartment,1,1.0,,"Thane West, Thane",Y,Freehold,N,
Ready to Move,7695000.0,855.0,,Thane,Apartment,2,2.0,4 Open,"Patlipada, Thane",Y,Freehold,N,
Ready to Move,2500000.0,,540.0,Thane,Apartment,1,1.0,,"Manpada, Thane",Y,Freehold,N,
Ready to Move,2000000.0,,510.0,Thane,Apartment,1,2.0,,"Thane West, Thane",Y,Freehold,N,
Ready to Move,5300000.0,740.0,740.0,Thane,Apartment,2,2.0,1 Open,"Manpada, Thane",Y,Freehold,N,
Ready to Move,9200000.0,550.0,403.0,Thane,Apartment,1,2.0,1 Covered,"Hiranandani Estate, Thane",Y,Freehold,N,
Ready to Move,1450000.0,410.0,,Thane,Apartment,1,1.0,,"Thane West, Thane",Y,Freehold,N,
Ready to Move,1300000.0,450.0,,Thane,Apartment,1,1.0,1 Open,"Thane West, Thane",Y,Freehold,N,
Ready to Move,20000000.0,10892.0,746.0,Thane,Apartment,2,2.0,,"Naupada, Thane",Y,Freehold,Y,
Under Construction,8100000.0,444.0,444.0,Thane,Apartment,1,2.0,"1 Covered, 1 Open","Thane West, Thane",Y,Freehold,Y,6.0
Under Construction,7350000.0,1200.0,720.0,Thane,Apartment,2,2.0,"1 Covered, 1 Open","Manpada, Thane",Y,Co-operative Society,Y,900.0
Ready to Move,4210381.0,690.0,585.0,Thane,Apartment,1,2.0,"1 Covered, 1 Open","Manpada, Thane",Y,Freehold,Y,1.0
Under Construction,8000000.0,1350.0,758.0,Thane,Apartment,3,2.0,1 Covered,"Manpada, Thane",Y,Freehold,Y,2.0
Under Construction,16800000.0,1050.0,754.0,Thane,Apartment,2,2.0,"1 Covered, 1 Open","Teen Hath Naka, Thane",Y,Freehold,Y,7000.0
Ready to Move,8500000.0,950.0,,Thane,Apartment,2,2.0,1 Covered,"Bhayandarpada, Thane",N,,N,
Ready to Move,8000000.0,472.0,432.0,Thane,Apartment,1,1.0,"1 Covered, 1 Open","Kolshet Road, Thane",N,,N,
Under Construction,6500000.0,317.0,,Thane,Apartment,1,2.0,,"Majiwada, Thane",N,,N,
Ready to Move,11800000.0,735.0,,Thane,Apartment,2,2.0,,"Patlipada, Thane",N,,N,
Ready to Move,23500000.0,798.0,,Thane,Apartment,2,2.0,,"Pokharan Road Number 2, Thane",N,,N,
Ready to Move,6000000.0,400.0,,Thane,Apartment,1,1.0,,"Balkum village, Thane",N,,Y,
Ready to Move,8800000.0,520.0,,Thane,Apartment,1,1.0,,"Kolshet Road, Thane",N,,Y,
Ready to Move,5200000.0,440.0,,Thane,Apartment,1,2.0,,"Patlipada, Thane",N,,Y,
Ready to Move,14000000.0,1350.0,950.0,Thane,Apartment,3,3.0,,"Bhayandarpada, Thane",N,,Y,
Ready to Move,1500000.0,300.0,,Thane,Residential House,1,1.0,,,N,,Y,
Ready to Move,4400000.0,400.0,300.0,Thane,Apartment,1,1.0,,"Brahmand, Thane",N,Co-operative Society,Y,
Ready to Move,19800000.0,1160.0,950.0,Thane,Apartment,2,2.0,,"Majiwada, Thane",N,,Y,
Ready to Move,14000000.0,1090.0,,Thane,Apartment,2,2.0,,"Waghbil, Thane",N,,Y,
Ready to Move,11500000.0,1100.0,,Thane,Apartment,2,2.0,,"Manpada, Thane",N,,Y,
Ready to Move,10500000.0,,476.0,Thane,Apartment,2,2.0,,"Pokharan Road Number 2, Thane",N,,Y,
Ready to Move,9700000.0,,610.0,Thane,Apartment,2,2.0,,"Patlipada, Thane",Y,,Y,
Ready to Move,8600000.0,705.0,,Thane,Apartment,2,2.0,,"Kolshet Road, Thane",N,,N,
Ready to Move,9000000.0,650.0,530.0,Thane,Apartment,2,2.0,,"Hiranandani Estate, Thane",N,,N,
Ready to Move,10500000.0,450.0,,Thane,Apartment,2,2.0,,"Bhayandarpada, Thane",N,,N,
Ready to Move,3500000.0,600.0,,Thane,Apartment,1,1.0,,"Thane West, Thane",N,,N,
Ready to Move,9900000.0,,49.0,Thane,Apartment,2,2.0,1 Covered,"Bhayandarpada, Thane",N,Co-operative Society,N,
Ready to Move,5100000.0,390.0,,Thane,Apartment,1,1.0,,"Majiwada, Thane",N,,N,
Ready to Move,10000000.0,800.0,800.0,Thane,Apartment,2,2.0,1 Covered,"Manpada, Thane",N,,N,
Ready to Move,2200000.0,585.0,,Bhiwandi,Apartment,1,1.0,,"Thane West, Bhiwandi",N,,N,
Ready to Move,5570000.0,780.0,585.0,Thane,Apartment,1,2.0,1 Covered,"Bhayandarpada, Thane",N,Freehold,N,
Ready to Move,9500000.0,800.0,,Thane,Apartment,2,2.0,,"Bhayandarpada, Thane",N,,N,
Ready to Move,13000000.0,1200.0,,Thane,Apartment,3,3.0,,"Balkum Naka, Thane",N,,N,
Ready to Move,13000000.0,1300.0,,Thane,Residential House,3,3.0,,,N,,N,
Ready to Move,14000000.0,1200.0,873.0,Thane,Apartment,2,2.0,,"Manpada, Thane",N,,N,5525.0
Ready to Move,5600000.0,400.0,,Thane,Apartment,1,2.0,,"Owale, Thane",N,,N,
Ready to Move,9500000.0,,840.0,Thane,Apartment,2,2.0,,"Thane West, Thane",N,,N,
Ready to Move,38000000.0,,1690.0,Thane,Apartment,3,3.0,,"Thane West, Thane",N,,N,
Ready to Move,7500000.0,519.0,,Thane,Apartment,1,1.0,,"Kolshet Road, Thane",N,,N,
Ready to Move,16500000.0,,1110.0,Thane,Apartment,3,3.0,,"Bhayandarpada, Thane",N,,N,
Ready to Move,7500000.0,528.0,395.0,Thane,Apartment,1,1.0,,"Dhokali, Thane",N,Co-operative Society,N,
,9500000.0,800.0,,Thane,Apartment,2,2.0,,"Waghbil, Thane",N,,Y,
Ready to Move,6800000.0,520.0,480.0,Thane,Apartment,1,1.0,,"Manpada, Thane",N,Freehold,Y,
Ready to Move,14000000.0,825.0,,Thane,Apartment,2,2.0,,"Balkum village, Thane",N,,Y,
Ready to Move,9000000.0,,525.0,Thane,Apartment,2,2.0,,"Bhayandarpada, Thane",N,,Y,
Ready to Move,15500000.0,1150.0,800.0,Thane,Apartment,2,2.0,,"Majiwada, Thane",N,,Y,
Ready to Move,7000000.0,508.0,508.0,Thane,Apartment,1,1.0,,"Thane West, Thane",N,Co-operative Society,Y,
Ready to Move,7200000.0,600.0,,Thane,Apartment,1,1.0,,"Majiwada, Thane",N,,Y,
Ready to Move,4000000.0,350.0,350.0,Thane,Apartment,1,1.0,,"Koliwada, Thane",N,Freehold,Y,500.0
Ready to Move,9100000.0,594.0,,Thane,Apartment,1,1.0,1 Covered,"Majiwada, Thane",N,,Y,
Under Construction,7951790.0,,449.0,Thane,Apartment,1,2.0,1 Covered,"Dhokali, Thane",N,,Y,
Under Construction,6090000.0,318.0,,Thane,Apartment,1,1.0,,"Balkum village, Thane",N,,Y,
Ready to Move,41000000.0,2010.0,,Thane,Apartment,4,4.0,2 Covered,"Balkum village, Thane",N,,N,
Ready to Move,18500000.0,802.0,760.0,Thane,Apartment,2,2.0,,"Panch Pakhdi, Thane",N,,N,
Ready to Move,8000000.0,900.0,530.0,Thane,Apartment,1,1.0,,"Kolbad, Thane",N,Freehold,N,
Ready to Move,9500000.0,550.0,,Thane,Apartment,1,2.0,,"Vartak Nagar, Thane",N,,N,
Ready to Move,22500000.0,1400.0,,Mumbai,Apartment,3,2.0,,"Naupada, Mumbai",N,,N,
Ready to Move,5500000.0,460.0,,Thane,Apartment,1,1.0,3 Open,"Majiwada, Thane",N,Co-operative Society,N,750.0
Ready to Move,12500000.0,,639.0,Thane,Apartment,2,2.0,,"Balkum village, Thane",N,,N,
Ready to Move,12500000.0,,639.0,Thane,Apartment,2,2.0,,"Balkum village, Thane",N,,N,
Ready to Move,11200000.0,476.0,,Thane,Apartment,1,2.0,,"Pokharan Road Number 2, Thane",N,,N,
Ready to Move,12500000.0,755.0,,Thane,Apartment,2,2.0,,"Thane West, Thane",N,,N,
Ready to Move,12000000.0,652.0,,Thane,Apartment,2,2.0,,"Majiwada, Thane",N,,N,
Ready to Move,7300000.0,,650.0,Thane,Apartment,2,2.0,,"Savarkar Nagar, Thane",N,,N,
Ready to Move,5000000.0,800.0,,Thane,Apartment,2,2.0,,"Thane West, Thane",N,,N,
Ready to Move,9500000.0,770.0,,Thane,Apartment,2,2.0,1 Covered,"Thane West, Thane",N,Co-operative Society,N,
Ready to Move,11500000.0,1000.0,639.0,Thane,Apartment,2,2.0,,"Balkum village, Thane",N,,N,
Ready to Move,11000000.0,1200.0,,Thane,Apartment,3,3.0,1 Open,"Thane West, Thane",N,,N,
Ready to Move,17500000.0,990.0,,Thane,Apartment,2,2.0,,"Kolshet Road, Thane",N,,N,
Ready to Move,18000000.0,630.0,,Thane,Apartment,2,2.0,,"Balkum village, Thane",N,,N,
,5000000.0,550.0,,Thane,Apartment,1,1.0,,"Thane West, Thane",N,,Y,
Ready to Move,7300000.0,550.0,,Thane,Apartment,1,1.0,,"Manpada, Thane",N,,Y,
Ready to Move,9200000.0,770.0,770.0,Thane,Apartment,2,2.0,,"Vrindavan Society, Thane",N,Freehold,Y,1500.0
Ready to Move,9800000.0,730.0,,Thane,Apartment,2,1.0,,"Panch Pakhdi, Thane",N,Co-operative Society,Y,
Ready to Move,9950000.0,625.0,,Thane,Apartment,2,2.0,,"Vartak Nagar, Thane",N,,Y,
Ready to Move,5100000.0,460.0,420.0,Thane,Apartment,1,1.0,,"Anand Nagar Thane West, Thane",N,,Y,
Ready to Move,6500000.0,528.0,,Thane,Apartment,1,1.0,,"Thane West, Thane",N,,Y,
Ready to Move,20200000.0,,1006.0,Thane,Apartment,2,2.0,1 Covered,"Balkum village, Thane",N,,Y,
Ready to Move,20000000.0,,1006.0,Thane,Apartment,2,2.0,1 Covered,"Balkum village, Thane",N,,Y,
Ready to Move,6000000.0,520.0,300.0,Thane,Apartment,1,1.0,,"Waghbil, Thane",N,,Y,
Ready to Move,42500000.0,,1500.0,Thane,Apartment,3,3.0,,"Teen Hath Naka, Thane",N,,Y,
Ready to Move,7200000.0,635.0,,Thane,Apartment,1,2.0,,"Balkum village, Thane",N,,Y,
Ready to Move,10500000.0,1033.0,,Thane,Apartment,2,2.0,,"Thane West, Thane",N,,N,
Under Construction,11100000.0,590.0,,Thane,Apartment,2,2.0,1 Covered,"Manpada, Thane",N,,Y,7.0
Ready to Move,11000000.0,950.0,,Thane,Apartment,2,3.0,,"Khopat, Thane",N,Co-operative Society,N,
Ready to Move,7000000.0,585.0,418.0,Thane,Apartment,1,1.0,,"Balkum village, Thane",N,,N,
Ready to Move,9300000.0,997.0,703.0,Thane,Apartment,2,2.0,14 Open,"Waghbil, Thane",N,,N,
Ready to Move,13000000.0,880.0,680.0,Thane,Apartment,2,2.0,,"Manpada, Thane",N,,N,
Ready to Move,14700000.0,869.0,,Thane,Apartment,2,2.0,,"Teen Hath Naka, Thane",N,,Y,
Under Construction,11500000.0,900.0,,Thane,Apartment,2,2.0,,"Majiwada, Thane",N,,N,
Ready to Move,14000000.0,1000.0,,Thane,Apartment,2,2.0,,"Vasant Vihar, Thane",N,,N,
Ready to Move,4500000.0,526.0,,Thane,Apartment,1,1.0,,"Bhayandarpada, Thane",N,,N,
Ready to Move,6500000.0,484.0,,Thane,Apartment,1,1.0,,"Waghbil, Thane",N,,N,
Ready to Move,9000000.0,675.0,675.0,Thane,Apartment,2,1.0,,"Vrindavan Society, Thane",N,,N,
Ready to Move,6000000.0,630.0,,Thane,Apartment,1,1.0,,"Kolshet, Thane",N,,N,
Ready to Move,5000000.0,300.0,,Thane,Apartment,1,1.0,10 Covered,"Naupada, Thane",N,Freehold,N,1000.0
Ready to Move,9500000.0,735.0,525.0,Thane,Apartment,2,2.0,,"Bhayandarpada, Thane",N,,N,
Ready to Move,6500000.0,580.0,,Thane,Apartment,1,1.0,,"Thane West, Thane",N,,N,
Ready to Move,10000000.0,900.0,,Thane,Apartment,2,2.0,,"Thane West, Thane",N,,N,
Ready to Move,11000000.0,630.0,430.0,Thane,Apartment,1,2.0,,"Pokharan Road Number 2, Thane",N,,N,
Ready to Move,7500000.0,450.0,450.0,Thane,Apartment,1,1.0,,"Kolshet Road, Thane",N,Co-operative Society,N,
Ready to Move,8500000.0,475.0,1500.0,Thane,Apartment,1,1.0,"1 Covered, 1 Open","Kolshet Road, Thane",N,,N,
Ready to Move,5100000.0,,421.0,Thane,Apartment,1,1.0,,"Waghbil, Thane",N,Freehold,Y,
Ready to Move,9500000.0,800.0,,Thane,Apartment,2,2.0,1 Covered,"Majiwada, Thane",N,,Y,
Ready to Move,6000000.0,317.0,,Thane,Apartment,1,1.0,,"Majiwada, Thane",N,,Y,
Ready to Move,36000000.0,,1370.0,Thane,Apartment,3,3.0,,"Balkum village, Thane",N,,Y,
Under Construction,3199000.0,,353.0,Thane,Apartment,1,2.0,,"Manpada, Thane",N,,Y,
Ready to Move,8200000.0,570.0,453.0,Thane,Apartment,1,2.0,,"Kolshet Road, Thane",N,,Y,
Under Construction,10000000.0,671.0,571.0,Thane,Apartment,2,2.0,,"Dhokali, Thane",N,Freehold,Y,
Ready to Move,5500000.0,625.0,,Thane,Apartment,1,1.0,,"Balkum village, Thane",N,,Y,
Ready to Move,9400000.0,468.0,,Thane,Apartment,1,1.0,,"Thane West, Thane",N,,Y,
Ready to Move,6100000.0,565.0,,Thane,Apartment,1,1.0,,"Thane West, Thane",N,,Y,
Under Construction,7199000.0,,369.0,Thane,Apartment,2,2.0,1 Covered,"Pokharan Road Number 1, Thane",N,,Y,
Under Construction,7500000.0,655.0,465.0,Thane,Apartment,1,2.0,,"Dhokali, Thane",N,,N,
Ready to Move,20000000.0,,954.0,Thane,Apartment,3,3.0,,"Kolshet Road, Thane",N,,N,
Ready to Move,17000000.0,1300.0,,Thane,Apartment,3,2.0,,"Majiwada, Thane",N,,N,
Ready to Move,6500000.0,450.0,,Thane,Apartment,1,1.0,,"Majiwada, Thane",N,,N,
Ready to Move,10000000.0,746.0,,Thane,Apartment,2,2.0,,"Majiwada, Thane",N,,N,
Ready to Move,17000000.0,900.0,,Thane,Apartment,2,2.0,,"Kolshet Road, Thane",N,,N,
Ready to Move,13500000.0,1040.0,832.0,Thane,Apartment,2,2.0,,"Pokharan Road Number 2, Thane",N,,N,
Ready to Move,5500000.0,600.0,,Thane,Apartment,1,1.0,,"Waghbil, Thane",N,Co-operative Society,N,
Ready to Move,11200000.0,630.0,,Thane,Apartment,2,2.0,,"Balkum village, Thane",N,,N,
Ready to Move,8600000.0,600.0,,Thane,Apartment,1,1.0,,"Khopat, Thane",N,,N,
Ready to Move,8200000.0,1100.0,770.0,Thane,Apartment,2,2.0,,"Majiwada, Thane",N,Co-operative Society,N,
Ready to Move,20000000.0,1185.0,,Thane,Apartment,3,3.0,,"Kolshet Road, Thane",N,,N,
Ready to Move,12000000.0,756.0,,Thane,Apartment,2,2.0,,"Majiwada, Thane",N,,N,
Ready to Move,15000000.0,1166.0,,Thane,Apartment,3,3.0,,"Kolshet Road, Thane",N,,N,
Ready to Move,7300000.0,600.0,,Thane,Apartment,1,1.0,,"Manpada, Thane",N,,N,
Ready to Move,7300000.0,,540.0,Thane,Apartment,2,,,"Anand Nagar Thane West, Thane",N,,N,
Ready to Move,24500000.0,1041.0,,Thane,Apartment,3,3.0,,"Kolshet Road, Thane",N,,N,
Ready to Move,17000000.0,,1070.0,Thane,Apartment,3,3.0,,"Owale, Thane",N,,N,
Ready to Move,11500000.0,990.0,,Thane,Apartment,2,2.0,,"Thane West, Thane",N,,Y,
Ready to Move,10500000.0,630.0,,Thane,Apartment,2,2.0,,"Vartak Nagar, Thane",N,,Y,
Under Construction,17500000.0,,700.0,Thane,Apartment,2,2.0,,"Thane West, Thane",N,,Y,
Ready to Move,12100000.0,1000.0,,Thane,Apartment,2,2.0,,"Panch Pakhdi, Thane",N,,Y,
Ready to Move,9500000.0,625.0,574.0,Thane,Apartment,1,2.0,,"Manpada, Thane",N,,Y,
Under Construction,25000000.0,1714.0,,Thane,Apartment,3,3.0,,"Kolshet Road, Thane",N,,Y,
Under Construction,18300000.0,920.0,799.0,Thane,Apartment,3,4.0,1 Covered,"Kolshet Road, Thane",N,,Y,
Ready to Move,5700000.0,530.0,405.0,Thane,Apartment,1,1.0,,"Waghbil, Thane",N,,Y,
Ready to Move,8900000.0,515.0,495.0,Thane,Apartment,2,2.0,,"Balkum village, Thane",N,,Y,
Ready to Move,10500000.0,670.0,,Thane,Apartment,2,2.0,,"Kolshet Road, Thane",N,,Y,
Ready to Move,5200000.0,672.0,450.0,Thane,Apartment,1,1.0,,"Balkum village, Thane",N,Freehold,Y,
Under Construction,9200000.0,,538.0,Thane,Apartment,2,2.0,1 Covered,"Kapurbawdi, Thane",N,,Y,
Ready to Move,11000000.0,850.0,,Thane,Apartment,2,2.0,,"Kolshet Road, Thane",N,,N,
Ready to Move,12000000.0,920.0,,Thane,Apartment,2,2.0,,"Dhokali, Thane",N,,N,
Ready to Move,65000000.0,2400.0,,Thane,Villa,4,2.0,,,N,,N,
Ready to Move,7500000.0,700.0,439.0,Thane,Apartment,1,2.0,,"Waghbil, Thane",N,,N,
Ready to Move,6000000.0,380.0,,Thane,Apartment,1,1.0,,"Majiwada, Thane",N,,N,
Ready to Move,9500000.0,500.0,,Thane,Apartment,2,2.0,,"Thane West, Thane",N,,N,
Ready to Move,6000000.0,420.0,,Thane,Apartment,1,1.0,,"Kolshet Road, Thane",N,,N,
Ready to Move,7200000.0,571.0,,Thane,Apartment,1,2.0,,"Manpada, Thane",N,,N,
Ready to Move,32500000.0,1650.0,1300.0,Thane,Villa,4,3.0,"1 Covered, 1 Open",,N,Freehold,Y,
Ready to Move,5800000.0,500.0,420.0,Thane,Apartment,1,1.0,1 Open,"Manpada, Thane",N,Freehold,N,
Ready to Move,10100000.0,,705.0,Thane,Apartment,2,2.0,,"Dhokali, Thane",N,Co-operative Society,N,
Ready to Move,8500000.0,910.0,640.0,Thane,Apartment,2,2.0,,"Thane West, Thane",N,,N,
Ready to Move,9000000.0,575.0,438.0,Thane,Apartment,1,1.0,,"Thane West, Thane",N,Freehold,N,1.0
